"table","file","module"
"cpe","apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","otros"
"cpe","apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","otros"
"cpe","apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","otros"
"gre_guias","apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","otros"
"gre_guias","apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","otros"
"gre_guias","apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","otros"
"gre_guias","apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","otros"
"cpe","apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","otros"
"gre_guias","apps\erp-api\src\modules\sunat-retry\sunat-retry.service.ts","otros"
"cuentas_por_cobrar","apps\erp-api\src\modules\finanzas\cxc\listeners\cxc-factura.listener.ts","finanzas"
"cuentas_por_cobrar","apps\erp-api\src\modules\finanzas\cxc\listeners\cxc-factura.listener.ts","finanzas"
"cuentas_por_cobrar","apps\erp-api\src\modules\finanzas\cxc\listeners\cxc-factura.listener.ts","finanzas"
"integration_logs","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cuentas_por_cobrar","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cuentas_por_cobrar","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cuentas_por_cobrar","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cuentas_por_cobrar","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cxc_pagos","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cuentas_por_cobrar","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cuentas_bancarias","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cxc_pagos","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cxc_pagos","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cxc_pagos","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"movimientos_bancarios","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cxc_pagos","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cuentas_bancarias","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"movimientos_bancarios","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cxc_pagos","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cuentas_por_cobrar","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"outbox_events","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cuentas_por_cobrar","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"empresa_config","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"clientes","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cuentas_por_cobrar","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cuentas_por_cobrar","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cpe","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"clientes","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"documentos","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"documentos","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cpe","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cpe","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"empresa_config","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"clientes","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"clientes","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"cpe","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"clientes","apps\erp-api\src\modules\finanzas\cxc\cxc.service.ts","finanzas"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_registros_detalle","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_registros_detalle","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_registros_detalle","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"sire_files","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"cpe","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"cuentas_por_pagar","apps\erp-api\src\modules\sire\sire.service.ts","sire"
"presupuestos","apps\erp-api\src\modules\contabilidad\services\presupuestos.service.ts","contabilidad"
