"table","file","module"
"asistencia","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"asistencia","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"empleados","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"empleados","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"solicitudes","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"empleados","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"solicitudes","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"solicitudes","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"empleados","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"empleados","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"contratos","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"empleados","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"contratos","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"contratos","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"empleados","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\rrhh-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts","tests"
"roles","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts","tests"
"usuarios_sistema","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts","tests"
"user_roles","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts","tests"
"user_roles","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts","tests"
"usuarios_sistema","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts","tests"
"roles","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\rls-anon-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"sesiones_caja","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"detalle_ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"metodos_pago","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"sesiones_caja","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"sesiones_caja","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"sesiones_caja","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"metodos_pago","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"metodos_pago","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"metodos_pago","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"sesiones_caja","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"sesiones_caja","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"sesiones_caja","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"sesiones_caja","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"ventas_pos","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\pos-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\outbox-e2e.test.ts","tests"
"outbox_events","apps\erp-api\tests\e2e\outbox-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\outbox-e2e.test.ts","tests"
"outbox_events","apps\erp-api\tests\e2e\outbox-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"movimientos_inventario","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"almacenes","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"movimientos_inventario","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"movimientos_inventario","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"movimientos_inventario","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"movimientos_inventario","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"movimientos_inventario","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"movimientos_inventario","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"almacenes","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"movimientos_inventario","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"producto_existencias","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"almacenes","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"almacenes","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"producto_existencias","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"movimientos_inventario","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"producto_existencias","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"almacenes","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\inventario-e2e.test.ts","tests"
"cpe","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"cpe","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"cpe","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"cpe","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"cpe","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"cpe","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"cpe","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"cpe","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"cpe","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"cpe","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"cpe","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"cpe","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"cpe","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"cpe","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"vw_cpe_documentos_auditoria","apps\erp-api\tests\e2e\cpe-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"ordenes_compra","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"cotizaciones_compra","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"recepciones","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"ordenes_compra","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"orden_compra_detalles","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"ordenes_compra","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"orden_compra_detalles","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"ordenes_compra","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"productos","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"ordenes_compra","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"ordenes_compra","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"ordenes_compra","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"ordenes_compra","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"ordenes_compra","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\compras-e2e.test.ts","tests"
"cuentas_por_cobrar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_pagar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_bancarias","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"movimientos_bancarios","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"clientes","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_cobrar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_cobrar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"clientes","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_pagar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_pagar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"proveedores","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"clientes","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_cobrar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_cobrar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_cobrar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_cobrar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_cobrar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_cobrar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"clientes","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"clientes","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_bancarias","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_bancarias","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_bancarias","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_bancarias","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_bancarias","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_bancarias","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"clientes","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_cobrar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_cobrar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"clientes","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"clientes","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_cobrar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"cuentas_por_cobrar","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"clientes","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"tenants","apps\erp-api\tests\e2e\finanzas-e2e.test.ts","tests"
"profiles","apps\erp-api\src\app.controller.ts","otros"
"tenants","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","tests"
"clientes","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","tests"
"productos","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","tests"
"pedidos_venta_detalle","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","tests"
"pedidos_venta","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","tests"
"pedidos_venta","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","tests"
"clientes","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","tests"
"productos","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","tests"
"tenants","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","tests"
"tenants","apps\erp-api\tests\e2e\helpers\supabase-test-client.ts","tests"
"empresa_config","apps\erp-api\src\shared\utils\tax-calculator.ts","shared"
"configuracion_fiscal","apps\erp-api\src\shared\utils\tax-calculator.ts","shared"
"rma_solicitudes","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"rma_solicitudes","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"rma_items","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"rma_solicitudes","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"rma_items","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"rma_solicitudes","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"rma_solicitudes","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"empresa_config","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"rma_solicitudes","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"rma_eventos","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"rma_solicitudes","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"empresa_config","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"almacen_ubicaciones","apps\erp-api\src\modules\ventas\rma\rma.service.ts","ventas"
"ventas","apps\erp-api\src\modules\reports.controller.ts","otros"
"ventas","apps\erp-api\src\modules\reports.controller.ts","otros"
"productos","apps\erp-api\src\modules\reports.controller.ts","otros"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","finanzas"
"cuentas_bancarias","apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","finanzas"
"movimientos_bancarios","apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","finanzas"
"cuentas_bancarias","apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","finanzas"
"movimientos_bancarios","apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","finanzas"
"movimientos_bancarios","apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","finanzas"
"cuentas_bancarias","apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","finanzas"
"cuentas_por_pagar","apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","finanzas"
"cuentas_por_cobrar","apps\erp-api\src\modules\finanzas\tesoreria\tesoreria.service.ts","finanzas"
"pedidos_venta","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"cotizaciones","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"pedidos_venta_detalle","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"cotizaciones","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"documentos","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"pedidos_venta_detalle","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"movimientos_inventario","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"pedido_backorders","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"cuentas_por_cobrar","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"v_kpis_sunat_multitenant","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"documentos","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"empresa_config","apps\erp-api\src\modules\ventas\reportes\reportes.service.ts","ventas"
"clientes","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedido_aprobaciones","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"usuarios_sistema","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta_detalle","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta_detalle","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta_detalle","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"empresa_config","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"clientes","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"cuentas_por_cobrar","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedido_aprobaciones","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"movimientos_inventario","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"movimientos_inventario","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"movimientos_inventario","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"movimientos_inventario","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"movimientos_inventario","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
"pedidos_venta_detalle","apps\erp-api\src\modules\ventas\pedidos\pedidos.service.ts","ventas"
